DF_ELWK05 0Total hours workd week 5                P0003001                       000000000000000
DF_ELWK06 0Total hours workd week 6                P0003001                       000000000000000
DF_ELWK07 0Total hours workd week 7                P0003001                       000000000000000
DF_ELWK08 0Total hours workd week 8                P0003001                       000000000000000
DF_ELWK09 0Total hours workd week 9                P0003001                       000000000000000
DF_ELWK10 0Total hours workd week 10               P0003001                       000000000000000
DF_ELWK11 0Total hours workd week 11               P0003001                       000000000000000
DF_ELWK12 0Total hours workd week 12               P0003001                       000000000000000
DF_ELWK13 0Total hours workd week 13               P0003001                       000000000000000
DF_NOTE_1 1Note Business Object Instance Agg Key   90025600                       000000000000025DF_NOTE_BusinessObjectKey
DF_NOTE_2 1Note in HTML format                     96553500                       000000000000016DF_NOTE_NoteHTML
DF_NOTE_3 0By                                      A0003200                       000000000000017DF_NOTE_CreatedBy
DF_NOTE_4 0By                                      A0003200                       000000000000017DF_NOTE_UpdatedBy
DF_NOTE_B 0Note User Business Object Name/Type     A0003200                       000000000000026DF_NOTE_BusinessObjectType
DF_NOTE_C 1Created                                 Z0002600                       000000000000015DF_NOTE_Created
DF_NOTE_G 0GUID                                    A0003200                       000000000000012DF_NOTE_GUID
DF_NOTE_N 1Note in JSON format                     96553500                       000000000000016DF_NOTE_NoteJSON
DF_NOTE_S 1Subject                                 90051200                       000000000000015DF_NOTE_Subject
DF_NOTE_U 1Updated                                 Z0002600                       000000000000015DF_NOTE_Updated
DF_T60SEN 1Message Sender                          80003200                       000000000000012DF_T60SENDER
DF_T60TEX 1MessageText                             90051200                       000000000000010DF_T60TEXT
DF_T60TIM 1Message TimeStamp                       Z0002400                       000000000000010DF_T60TIME
DX_ELBLOB 1Document                                4000-100                       000000000000000
DX_ELCRDT 1Stamp - Create Date/Time                Z0002600                       000000000000000
DX_ELEXPD 1Expiry date (when it can be deleted)    E0001000                       000000000000000
DX_ELUPDT 1Stamp - Update Date/Time                Z0002600                       000000000000000
EXP_AVAL  0Expression Builder Alpha Value          A0025600                       000000000000000
EXP_EMSG  0Expression Builder Error Message        A0010000                       000000000000000
EXP_ERET  0Expression Builder Return Code          A0000200                       000000000000000
EXP_ERROR 0Expression Builder Error Flag           A0000100                       000000000000000
EXP_FLD   0Expression Builder Field Name           A0001000                       000000000000000
EXP_LEVEL 0Expression Builder Level                P0000300                       000000000000000
EXP_LISTC 0Expression Builder List Count           P0000300                       000000000000000
EXP_LISTN 0Expression Builder Saved List Name      A0000700                       000000000000000
EXP_LISTZ 0Expression Builder List Maximum Size    P0000700                       000000000000000
EXP_NSTR  0Expression Builder Numeric String       A0003000                       000000000000000
EXP_NVAL  0Expression Builder Numeric Value        P0002105                       000000000000000
EXP_OPER  0Expression Builder Operator             A0001000                       000000000000000
EXP_OPTN  0Expression Builder Option Field         A0000100                       000000000000000
EXP_TOTAL 0Expression Builder Expression Total     P0000300                       000000000000000
F03ALS    0Alias name                              A0003000                       000000000000000
F03CH1    0Column heading 1                        A0002000                       000000000000000
F03CH2    0Column heading 2                        A0002000                       000000000000000
F03CH3    0Column heading 3                        A0002000                       000000000000000
F03DC2    0Decimals                                P0000500                       000000000000000
F03DEC    0Number of decimals                      P0000100                       000000000000000
F03DES    0Field description                       A0004000                       000000000000000
F03DFT    0Default value                           A0002000                       000000000000000
F03EDC    0Edit code                               A0000100                       000000000000000
F03EDW    0edit word                               A0002400                       000000000000000
F03FLD    0Field name                              A0001000                       000000000000000
F03HLP    0Pointer to help text                    A0001000                       000000000000000
F03IAT    0Input attributes list                   A0004000                       000000000000000
F03LBL    0Field label                             A0001500                       000000000000000
F03LEN    0Field length                            P0000300                       000000000000000
F03LN2    0Length                                  P0001100                       000000000000000
F03OAT    0Output attribute list                   A0004000                       000000000000000
F03P#I    0Partition Identifier                    A0000300                       000000000000000
F03REF    0Reference name                          A0001000                       000000000000000
F03TYP    0Field type                              A0000100                       000000000000000
F03UDT    0Product user area                       A0020000                       000000000000000
F12ATD    0TIME/DATE MADE ACTIVE                   P0001200                       000000000000000
F12AUS    0USER WHO MADE ACTIVE                    P0000700                       000000000000000
F12AVN    0active version no.                      P0000700                       000000000000000
F12P#I    0Partition Identifier                    A0000300                       000000000000000
F12PFL    0Physical file name                      A0001000                       000000000000000
F12PLB    0File library                            A0001000                       000000000000000
F12UVM    0LAST version no.                        P0000700                       000000000000000
F14AKI    0list entry info.                        A0002000                       000000000000000
F14P#I    0Partition Identifier                    A0000300                       000000000000000
F14PFL    0PF name                                 A0001000                       000000000000000
F14PLB    0lib name                                A0001000                       000000000000000
F14PTR    0Pointer value                           A0001000                       000000000000000
F14SEQ    0sequence number                         P0000700                       000000000000000
F14TYP    0Field type                              A0000300                       000000000000000
F14VAL    0list entry                              A0002000                       000000000000000
F14VER    0version number                          P0000700                       000000000000000
F15AP1    0ADD PARMS 1                             A0020000                       000000000000000
F15AP2    0ADD PARMS 2                             A0020000                       000000000000000
F15APM    0ACCESS PATH MAINT.                      A0000100                       000000000000000
F15DES    0LF DESCRIPTION                          A0004000                       000000000000000
F15LGL    0LOGICAL VIEW NAME                       A0001000                       000000000000000
F15P#I    0Partition Identifier                    A0000300                       000000000000000
F15PFL    0Physical file name                      A0001000                       000000000000000
F15PLB    0File library                            A0001000                       000000000000000
F15PTR    0KEY LIST POINTER                        A0001000                       000000000000000
F15SP1    0SPARE FIELD 1                           A0000100                       000000000000000
F15SP2    0UNIQUE AND DYNSLT FLAGS                 A0000500                       000000000000000
F15SP3    0RECORD FORMAT NAME                      A0001000                       000000000000000
F15SP4    0SPARE FIELD 4                           A0001000                       000000000000000
F15SP5    0SPARE FIELD 5                           A0002000                       000000000000000
F15SP6    0SPARE FIELD 6                           P0000700                       000000000000000
F15SP7    0SPARE FIELD 7                           P0000700                       000000000000000
F15VER    0 version no.                            P0000700                       000000000000000
F15VTP    0VERSION TYPE                            A0000100                       000000000000000
F18ARF    0ACCESS ROUTE FILE                       A0001000                       000000000000000
F18ARL    0ACCESS ROUTE LIB.                       A0001000                       000000000000000
F18ARN    0ACCESS ROUTE NAME                       A0001000                       000000000000000
F18DES    0ACCESS DESC.                            A0004000                       000000000000000
F18MAX    0MAX. RECORDS EXPECTED                   P0000700                       000000000000000
F18NRA    0ACTION TO TAKE IF NO RECORDS            A0001000                       000000000000000
F18P#I    0Partition Identifier                    A0000300                       000000000000000
F18PFL    0Physical file name                      A0001000                       000000000000000
F18PLB    0File library                            A0001000                       000000000000000
F18PTR    0POINTER TO KEY LIST                     A0001000                       000000000000000
F18VER    0 version no.                            P0000700                       000000000000000
F18VTP    0VERSION TYPE                            A0000100                       000000000000000
F23ANF    0Allowable N.F.                          A0014000                       000000000000000
F23APM    0DISPLAY MAIN MENU                       A0000100                       000000000000000
F23CPC    0Compiled PC Level                       A0000200                       000000000000000
F23CRL    0Compiled Release Level                  A0000300                       000000000000000
F23DES    0Function description                    A0004000                       000000000000000
F23DNF    0Default Next Function                   A0000700                       000000000000000
F23FID    0INTERNAL FUNCTION ID                    A0000600                       000000000000000
F23FMT    0Function name                           A0000700                       000000000000000
F23HLP    0HELP text pointer                       A0001000                       000000000000000
F23MOD    0Process name                            A0001000                       000000000000000
F23MSQ    0Menu Sequence                           A0000500                       000000000000000
F23P#I    0Partition Identifier                    A0000300                       000000000000000
F23SET    0Pointer to 29/30 set                    P0000300                       000000000000000
F23SP1    0Compiled display file name              A0001000                       000000000000000
F23SP2    0*DIRECT option indicator                A0000300                       000000000000000
F23SP3    0Spare Field 3                           A0000500                       000000000000000
F23SP4    0Spare Field 4                           A0001000                       000000000000000
F23STY    0Function status                         A0000100                       000000000000000
F23TYP    0Function type                           A0000100                       000000000000000
F26DEC    0no. of decimals                         P0000100                       000000000000000
F26DES    0system description                      A0004000                       000000000000000
F26DYN    0Dynamic system var flag                 A0000100                       000000000000000
F26LEN    0system length                           P0000300                       000000000000000
F26PGM    0systen program                          A0001000                       000000000000000
F26TYP    0system type                             A0000100                       000000000000000
F26VAR    0System name                             A0002000                       000000000000000
F27AP1    0ADD PARMS 1                             A0020000                       000000000000000
F27AP2    0ADD PARMS 2                             A0020000                       000000000000000
F27DES    0FILE DESCRIPTION                        A0004000                       000000000000000
F27EXF    0EXTERNAL FILE INDICATOR                 A0000100                       000000000000000
F27P#I    0Partition Identifier                    A0000300                       000000000000000
F27PFL    0Physical file name                      A0001000                       000000000000000
F27PLB    0File library                            A0001000                       000000000000000
F27PTR    0LIST OF FIELDS PTR                      A0001000                       000000000000000
F27SP1    0UNDER COMMITMENT CTRL                   A0000100                       000000000000000
F27SP2    0AUTOCOMMIT PARAMETER                    A0000500                       000000000000000
F27SP3    0RECORD FORMAT NAME                      A0001000                       000000000000000
F27SP4    0SPARE FIELD 4                           A0001000                       000000000000000
F27SP5    0SPARE FIELD 5                           A0002000                       000000000000000
F27SP6    0SPARE FIELD 6                           P0000700                       000000000000000
F27SP7    0SPARE FIELD 7                           P0000700                       000000000000000
F27UTD    0TIME/DATE AMENDMENT                     P0001200                       000000000000000
F27UUS    0USER AMENDMENT                          A0001000                       000000000000000
F27VER    0 version no.                            P0000700                       000000000000000
F27VTP    0VERSION TYPE                            A0000100                       000000000000000
F60CHR    0Character set/code page                 A0002000                       000000000000000
F60DBC    0DBCS support required                   A0000100                       000000000000000
F60MSG    0Message files                           A0010000                       000000000000000
F60P#D    0Partition description                   A0004000                       000000000000000
F60P#I    0Partition identifier                    A0000300                       000000000000000
F60PLD    0Partition language desc                 A0002000                       000000000000000
F60PLN    0Partition language code                 A0000400                       000000000000000
F60RLT    0RLTB support required                   A0000100                       000000000000000
FANEX2    0FANEX2                                  A0001000                       000000000000000
FANEXT    0FANEXT                                  A0001000                       000000000000000
FANLNG    0FANLNG                                  A0025600                       000000000000000
FANOBJ    0FANOBJ                                  A0001000                       000000000000000
FANTYP    0FANTYP                                  A0000200                       000000000000000
FORM08     test v24sp2 0811                        A0001000                       171108165847006Form08
FP_ECAT   0Category                                A0007000                       000000000000000
FP_EDESC  0Description                             A0006000                       000000000000000
FP_EDLT1  0Deleted TRUE / FALSE                    A0000500                       000000000000000
FP_EDLTD  0Deleted Y/N                             A0000100                       000000000000000
FP_EFLDID 0 Field Definition Unique Identifier     A0003200                       000000000000000
FP_EIDN   0Standard Identifier                     A0003200                       000000000000000
FP_EINST  0Instance                                P0000700                       000000000000000
FP_EKEY   0Key Value                               A0003200                       000000000000000
FP_EKEY1  0Key Value 1                             A0003200                       000000000000000
FP_EKEY2  0Key Value 2                             A0003200                       000000000000000
FP_EKEY3  0Key Value 3                             A0003200                       000000000000000
FP_EKEY4  0Key Value 4                             A0003200                       000000000000000
FP_EKEY5  0Key Value 5                             A0003200                       000000000000000
FP_EKEYN  0Numeric Key                             P0001505                       000000000000000
FP_EKEYN1 0Numeric Key 1                           P0001505                       000000000000000
FP_EKEYN2 0Numeric Key 2                           P0001505                       000000000000000
FP_EKEYN3 0Numeric Key 3                           P0001505                       000000000000000
FP_EKEYN4 0Numeric Key 4                           P0001505                       000000000000000
FP_EKEYN5 0Numeric Key 5                           P0001505                       000000000000000
FP_EKSEQ  0Key Sequence                            P0000300                       000000000000000
FP_ELDATN 0Numeric Date                            S0000800                       000000000000000
FP_ELFUNC 0Interface Function Name                 A0000700                       000000000000000
FP_ELSEQ  0Sequence                                P0000700                       000000000000000
FP_ELVL   0Element Level                           S0000100                       000000000000000
FP_ENOTE  1Note                                    16553500                       000000000000000
FP_ENOTP  1Note (Plain Text)                       16553500                       000000000000000
FP_ENUM   0Standard Number                         P0000700                       000000000000000
FP_EOPER  0 Operation to be Performed              A0002000                       000000000000000
FP_EPTINS 0Property Instance                       P0000700                       000000000000000
FP_EPTNAM 0Property Name                           A0003200                       000000000000000
FP_EPTNV  0Property Numeric Value                  P0001505                       000000000000000
FP_EPTUVL 1Unicode Property Value                  80025600                       000000000000000
FP_EPTVAL 0Property Value                          A0015000                       000000000000000
FP_EPVTYP 0Property Value Type                     A0000100                       000000000000000
FP_EREAD  0Read Only Keys TRUE / FALSE             A0000500                       000000000000000
FP_ESAVR  0Save Required TRUE / FALSE              A0000500                       000000000000000
FP_ESBLOB 1Document                                4000-100                       000000000000000
FP_ESCRDT 1Stamp - Create Date/Time                Z0002600                       000000000000000
FP_ESDATA 0User Data                               A0001000                       000000000000000
FP_ESFNBR 0File Number                             A0000400                       000000000000000
FP_ESJNAM 0Current AS/400 or S/38 job name         A0001000                       000000000000000
FP_ESJNBR 0Current AS/400 or S/38 job number       A0000600                       000000000000000
FP_ESLIB  0Library                                 A0001000                       000000000000000
FP_ESNAME 0Spool file Name                         A0001000                       000000000000000
FP_ESOUTQ 0Current output queue name               A0001000                       000000000000000
FP_ESPAGE 0Pages                                   P0000700                       000000000000000
FP_ESRETC 0Return Code                             A0000200                       000000000000000
FP_ESSEQ  0Sequence                                P0000500                       000000000000000
FP_ESSTS  0Status                                  A0001000                       000000000000000
FP_ESSUFX 0Show as (.PDF or .TXT)                  A0000300                       000000000000000
FP_ESUPD  1Stamp - Update Date/Time                Z0002600                       000000000000000
FP_ESURL  0URL                                     A0025600                       000000000000000
FP_ESUSER 0Current AS/400 or S/38 user identity    A0001000                       000000000000000
FP_ETABID 0Table Unique Identifier                 A0003200                       000000000000000
FP_ETABL  0Table                                   A0002000                       000000000000000
FP_EUSRC  0Created by User                         A0003200                       000000000000000
FP_EUSRU  0Updated by User                         A0003200                       000000000000000
FP_JSON   1Note In JSON Format                     16553500                       000000000000000
FP_NOTEHT 1Note in HTML Format                     16553500                       000000000000011FP_NoteHTML
FP_NOTETE 1Note Text                               16553500                       000000000000011FP_NoteText
FUNCDESC  0Function Description                    A0004000                       000000000000000
FUNCTION  0Current function name                   A0000700                       000000000000000
IO£KEY    0Last workstation key used               A0000200                       000000000000000
IO£MDE    0Current mode                            A0000300                       000000000000000
IO£MSGTXT 0Message text                            A0008000                       000000000000000
IO£STS    0Data base I/O operation status code     A0000200                       000000000000000
JOBMODE   0Current job mode (batch or interactive) A0000100                       000000000000000
JOBNAME   0Current AS/400 or S/38 job name         A0001000                       000000000000000
JOBNBR    0Current AS/400 or S/38 job number       A0000600                       000000000000000
JULIAN    0Numeric date in Julian format           S0000500                       000000000000000
JULIANC   0Character date in Julian format         A0000500                       000000000000000
KEYCOUNT  0Number of keys in file key list         P0000700                       000000000000000
LISTCOUNT 0Number of entries in a browse list      P0000700                       000000000000000
LISTDUMMY 0List dummy control field                A0000100                       000000000000000
LISTENTRY 0List entry control field                P0000700                       000000000000000
LISTPAGE  0List page control field                 P0000700                       000000000000000
LISTPOS   0List position control field             A0000700                       000000000000000
LISTREMN  0List remainder control field            P0000505                       000000000000000
LISTTOP   0Top of list control field               P0000700                       000000000000000
LW3BASEDS 0Base Description                        A0004000                       000000000000000
LW3BASEFN 0Base Function Name                      A0000700                       000000000000000
LW3BASEPR 0Base Process Name                       A0001000                       000000000000000
LW3SITEFN 0Site Function Name                      A0000700                       000000000000000
LW3SITEPR 0Site Process Name                       A0001000                       000000000000000
MMDDYY    0Numeric date in format MMDDYY           S0000600                       000000000000000
MMDDYYC   0Character date in format MMDDYY         A0000600                       000000000000000
MMDDYYYY  0Numeric date in format MMDDYYYY         S0000800                       000000000000000
MMDDYYYYC 0Character date in format MMDDYYYY       A0000800                       000000000000000
MONTH     0Month Number                            S0000200                       000000000000000
MONTHC    0Current month (character)               A0000200                       000000000000000
MSGBXRTN  0Message box return code                 A0001000                       000000000000000
MSGBXTLE  0Message box title                       A0004000                       000000000000000
MSGBXTXT  0Message box text                        A0015000                       000000000000000
OUTQLIB   0Current output queue library name       A0001000                       000000000000000
OUTQNAME  0Current output queue name               A0001000                       000000000000000
PARTDESC  0Partition Description                   A0004000                       000000000000000
PARTITION 0Partition                               A0000300                       000000000000000
PARTRDMLX 0RDMLX Partition (Y/N)                   A0000100                       000000000000000
PD£OPT    0Pull Down Option                        A0000300                       000000000000000
PRIFILRRN 0Primary File Relative Record Number     P0001500                       000000000000000
PROCESS   0Current process name                    A0001000                       000000000000000
PRODREL   0Product release level                   S0000301                       000000000000000
PRODUCT   0Product name                            A0000500                       000000000000000
PROMPT£FN 0Prompt Field Name                       A0001000                       000000000000000
PROMPT£RN 0Prompt Reference Field Name             A0001000                       000000000000000
QUOTE     0Quote field                             A0000100                       000000000000000
REP1PAGE  0Report number 1 page number field       S0000400                       000000000000000
REP2PAGE  0Report number 2 page number field       S0000400                       000000000000000
REP3PAGE  0Report number 3 page number field       S0000400                       000000000000000
REP4PAGE  0Report number 4 page number field       S0000400                       000000000000000
REP5PAGE  0Report number 5 page number field       S0000400                       000000000000000
REP6PAGE  0Report number 6 page number field       S0000400                       000000000000000
REP7PAGE  0Report number 7 page number field       S0000400                       000000000000000
REP8PAGE  0Report number 8 page number field       S0000400                       000000000000000
SEL_ENTRY 0Entry number of selected browse entry   P0000700                       000000000000000
SELECTOR  0Browse default selector field           A0000100                       000000000000000
STD_ALPHA 0Standard alpha field                    A0000100                       000000000000000
STD_AMNT  0Standard AMOUNT                         P0000902                       000000000000000
STD_BIN   1Standard Binary field                   B0025600                       000000000000000
STD_BLOB  1Standard BLOB                           4000-100                       000000000000000
STD_BOOL  0Standard Boolean                        A0000500                       000000000000000
STD_CENT  0Standard CENTURY                        S0000200                       000000000000000
STD_CHAR  1Standard fixed character                H0001000                       000000000000000
STD_CHKBX 0Standard check box                      A0000100                       000000000000000
STD_CLOB  1Standard CLOB                           3000-100                       000000000000000
STD_CMPAR 0Standard comparison GT/EQ/LT            A0000200                       000000000000000
STD_CODE  0Standard CODE                           A0000300                       000000000000000
STD_CODEL 0Standard CODE LONG                      A0000600                       000000000000000
STD_CODES 0Standard CODE SHORT                     A0000100                       000000000000000
STD_COUNT 0Standard count                          P0000700                       000000000000000
STD_DATE  0Standard DATE                           S0000600                       000000000000000
STD_DATEX 1Standard RDMLX date                     E0001000                       000000000000000
STD_DAY   0Standard DAY                            S0000200                       000000000000000
STD_DESC  0Standard DESCRIPTION                    A0003000                       000000000000000
STD_DESCL 0Standard DESCRIPTION, LONG              A0004000                       000000000000000
STD_DESCS 0Standard DESCRIPTION, SHORT             A0001500                       000000000000000
STD_DIRCT 0Standard sort direction Ascend/Descend  A0000100                       000000000000000
STD_DTIMX 1Standard RDMLX Datetime                 Z0002600                       000000000000000
STD_ENTRY 0Standard list entry number              P0000700                       000000000000000
STD_FILTR 0Standard apply filter Y/N               A0000100                       000000000000000
STD_FLAG  0Standard FLAG                           A0000100                       000000000000000
STD_FLOAT 1Standard Float field                    F0000800                       000000000000000
STD_GUID  0GUID                                    A0003200                       000000000000000
STD_HOUR  0Standard HOUR                           S0000200                       000000000000000
STD_IDNO  0Standard Identifying Number             P0000700                       000000000000000
STD_IDNOL 0Standard Identifying Number (long)      P0001500                       000000000000000
STD_IDNOS 0Standard Identifying Number (short)     P0000300                       000000000000000
STD_INST2 0Panel Instruction Line 2                A0007800                       000000000000000
STD_INSTR 0Panel Instruction Line                  A0007800                       000000000000000
STD_INT   1Standard Integer field                  I0000400                       000000000000000
STD_LEVEL 0Standard tree level                     S0000100                       000000000000000
STD_MONTH 0Standard MONTH                          S0000200                       000000000000000
STD_NAME  0Standard NAME                           A0002500                       000000000000000
STD_NCHAR 1Standard unicode character field        80001000                       000000000000000
STD_NDFLD 0Standard Non-Display field              A0000100                       000000000000000
STD_NUM   0Standard Number                         P0000700                       000000000000000
STD_NUMBR 0Standard number                         A0000100                       000000000000000
STD_NUML  0Standard Number Long                    P0001500                       000000000000000
STD_NVARC 1Standard unicode varchar                90051200                       000000000000000
STD_OBJ   0Standard OBJECT NAME (S/38 or AS/400)   A0001000                       000000000000000
STD_PHONE 0Standard PHONE NUMBER                   A0001800                       000000000000000
STD_PRICE 0Standard PRICE                          P0000902                       000000000000000
STD_QNAM  0Query Expression Name                   A0002000                       000000000000000
STD_QORD  0Query Sort Order Requested              A0025600                       000000000000000
STD_QSEL  0Query Selection Expression              A0025600                       000000000000000
STD_QTY   0Standard QUANTITY                       P0000700                       000000000000000
STD_SORT  0Standard sort flag                      A0000100                       000000000000000
STD_SPBN  0Standard spin button                    A0000100                       000000000000000
STD_STRNG 1Standard string field                   10051200                       000000000000000
STD_SWICH 0Standard SWITCH                         A0000100                       000000000000000
STD_TEXT  0Standard TEXT                           A0005000                       000000000000000
STD_TEXTL 0Standard TEXT, LONG                     A0007500                       000000000000000
STD_TEXTS 0Standard TEXT, SHORT                    A0003000                       000000000000000
STD_TIME  0Standard TIME                           S0000600                       000000000000000
STD_TIMX  1Standard RDMLX Time field               M0000800                       000000000000000
STD_TITLE 0Standard Report Title                   A0004000                       000000000000000
STD_TOKEN 0Standard Token                          P0001500                       000000000000000
STD_VBIN  1Standard Varbinary field                20025600                       000000000000000
STD_XCHAR 1Standard RDMLX Character                H0001000                       000000000000000
STD_YEAR  0Standard YEAR                           S0000200                       000000000000000
STD_ZIP   0Standard POST CODE (ZIP)                A0000500                       000000000000000
STDFORM   0"Standard form" dummy field             A0000100                       000000000000000
STDLIST   0Webroutine current list                 A0001000                       000000000000000
STDMORE   0Standard *WEBEVENT template field       A0000100                       000000000000000
STDNEXT   0Standard *WEBEVENT template field       A0000100                       000000000000000
STDNXTFUN 0Next function name                      A0000700                       000000000000000
STDPREV   0Standard *WEBEVENT template field       A0000100                       000000000000000
STDPRVFUN 0Previous function name                  A0000700                       000000000000000
STDRENTRY 0Standard *WEBEVENT template field       A0000100                       000000000000000
STDROWNUM 0Standard *WEBEVENT template field       P0000700                       000000000000000
STDSEARCH 0Standard *WEBEVENT template field       A0000100                       000000000000000
STDSELECT 0Standard *WEBEVENT template field       A0000100                       000000000000000
STDTABFLR 0Standard Tab Folder Indicator           A0002000                       000000000000000
STDTRCFLD 0Standard Web Trace Fields               A0010000                       000000000000000
SYSVAR£AV 0System Variable Alphanumeric Result     A0025600                       000000000000000
SYSVAR£NM 0System Variable Name                    A0002000                       000000000000000
SYSVAR£NV 0System Variable Numeric Result          P0003009                       000000000000000
TIME      0Current time (numeric)                  S0000600                       000000000000000
TIMEC     0Current time (character)                A0000600                       000000000000000
TIMEDAT8C 0Current time and date (character)       A0001400                       000000000000000
TIMEDATE  0Current time and date (numeric)         S0001200                       000000000000000
